Date,Employee_Name,Employee_ID,Department,Job_Title,Gender,Project,Years_At_Company,Performance_Score,Monthly_Salary	,Clocked_Hours,Productive_Hours,Tasks_Completed,Meetings	,Break_Hours,Training_Hours	,Overtime_Hours	,Remote_Work_Frequency,Employee_Satisfaction_Score,Resigned
10/6/2024,Glynis,402,Accounting,Staff Accountant IV,Female,Tin,21.6,2,5,6.6,0.3,8,0,1.4,0.1,0.4,3,1.9,no
10/6/2024,Vasilis,004,Training,Account Executive,Male,Zoolab,15.1,5,4,6.2,1.6,10,4,0.8,7.7,2.1,1,3.2,no
3/1/2025,Shelly,1,Engineering,General Manager,Female,Tampflex,0.5,1,2,2.2,2.9,8,2,0.8,0.8,4.4,8,3.1,no
11/6/2024,Godart,8,Legal,Professor,Male,Prodder,12.3,4,2,1.0,4.1,9,5,1.3,12.0,3.7,7,3.3,no
8/7/2024,Dorena,8038,Services,Research Nurse,Polygender,Sub-Ex,29.6,2,3,6.9,2.9,9,0,0.6,2.8,1.4,18,1.5,no
2/7/2025,Krissy,81,Accounting,Social Worker,Female,Ronstring,6.6,3,2,3.7,3.1,5,2,0.6,0.6,2.9,5,1.2,yes
10/21/2024,Brynne,1227,Human Resources,Environmental Specialist,Female,Transcof,5.5,1,3,6.5,0.6,2,1,1.7,4.8,4.7,11,3.1,yes
9/8/2024,George,611,Engineering,Staff Accountant IV,Male,Duobam,2.2,4,2,0.8,7.4,2,3,0.6,5.6,2.1,2,1.2,yes
9/10/2024,Lenee,8921,Legal,Automation Specialist II,Female,Fixflex,19.6,1,2,1.7,1.0,1,3,0.9,14.8,1.7,1,4.2,no
3/27/2025,Kari,79,Accounting,Compensation Analyst,Female,Mat Lam Tam,25.4,5,2,7.3,4.3,3,4,1.1,13.1,0.5,4,1.4,no
7/16/2024,Jacquetta,29142,Engineering,Engineer III,Female,Tempsoft,24.7,4,3,5.6,6.9,5,3,0.6,3.8,1.0,12,1.8,yes
9/6/2024,Caresse,70785,Human Resources,Occupational Therapist,Female,Ronstring,8.8,5,4,2.1,1.3,2,0,0.9,9.6,3.4,12,4.8,yes
5/18/2025,Aurelia,2,Services,Account Executive,Female,Home Ing,9.8,2,3,6.4,3.1,5,2,1.7,8.8,2.6,17,2.7,no
7/22/2024,Vivie,09,Sales,Structural Engineer,Female,Veribet,3.3,1,5,0.6,7.1,1,3,2.0,1.8,1.5,4,4.9,yes
12/12/2024,Osmund,75239,Engineering,Senior Financial Analyst,Male,Stringtough,17.8,2,4,2.6,3.3,1,3,0.8,8.1,2.5,16,1.4,no
5/9/2025,Brit,7264,Product Management,Administrative Officer,Male,Y-Solowarm,6.0,4,3,5.1,4.4,5,1,1.5,5.4,1.6,3,2.3,yes
3/6/2025,Harriot,537,Accounting,Occupational Therapist,Female,Subin,17.2,2,3,6.5,1.0,6,0,1.0,4.2,4.8,5,2.9,yes
9/1/2024,Brandyn,09,Human Resources,General Manager,Male,Andalax,3.0,2,5,5.7,1.7,2,1,1.5,11.4,3.3,11,2.7,yes
1/1/2025,Lyle,09,Research and Development,Senior Developer,Male,Holdlamis,6.4,4,2,6.7,1.8,7,5,1.1,0.0,1.6,15,2.1,no
7/24/2024,Marigold,5628,Legal,Financial Analyst,Female,Sub-Ex,11.6,1,4,3.5,5.6,7,3,0.6,8.2,3.1,13,4.1,no
6/10/2024,Izaak,8,Business Development,Quality Control Specialist,Male,Asoka,27.4,5,4,4.9,1.3,0,0,1.6,8.0,4.1,13,4.0,yes
7/14/2024,Felecia,25046,Research and Development,Administrative Assistant III,Female,Zontrax,3.1,4,2,7.8,0.2,8,2,1.4,12.4,4.9,4,4.3,no
5/14/2025,Phillipe,58,Accounting,Engineer IV,Male,Matsoft,28.7,4,1,7.3,7.2,2,2,1.9,5.7,0.5,6,5.0,no
4/30/2025,Zachariah,9965,Product Management,Director of Sales,Male,Holdlamis,20.9,1,1,7.1,0.3,0,0,1.9,14.3,3.6,10,1.0,yes
3/7/2025,Leann,083,Accounting,Structural Engineer,Female,Regrant,3.2,4,1,5.8,2.8,7,2,1.4,11.7,2.2,5,2.9,yes
2/26/2025,Trish,7746,Engineering,Legal Assistant,Female,Voyatouch,28.4,1,1,1.0,5.4,2,3,1.7,8.2,0.3,10,3.3,yes
9/15/2024,Tansy,6,Sales,Assistant Manager,Bigender,Job,11.3,3,5,1.7,1.0,4,5,1.5,9.4,0.1,8,1.9,no
9/18/2024,Jose,5512,Sales,Desktop Support Technician,Male,Lotstring,9.3,5,3,1.4,0.6,5,5,0.5,3.1,0.1,6,3.1,no
1/22/2025,Clovis,3776,Engineering,Graphic Designer,Female,Regrant,9.9,5,3,4.6,2.1,9,2,0.6,10.6,1.1,11,3.4,no
10/29/2024,Ginger,97,Research and Development,Project Manager,Female,Temp,12.4,3,2,2.9,4.3,4,3,0.6,8.7,0.4,7,3.2,no
1/10/2025,Clarabelle,57206,Legal,Assistant Media Planner,Female,Home Ing,8.5,5,5,1.4,4.3,8,3,0.8,0.7,1.2,3,2.3,no
8/25/2024,Gabie,0566,Services,VP Quality Control,Female,Zamit,18.8,5,5,1.1,1.1,3,2,1.6,3.6,1.1,2,2.4,no
4/5/2025,Salvatore,6797,Services,Biostatistician II,Male,Bitwolf,18.2,1,5,6.8,7.6,9,0,1.8,2.5,3.8,10,2.9,no
7/8/2024,Genny,677,Accounting,Clinical Specialist,Female,It,13.2,2,4,4.8,6.9,7,1,1.3,5.8,3.1,10,4.7,no
8/16/2024,Ali,1219,Training,Senior Sales Associate,Non-binary,Home Ing,15.3,1,3,2.4,4.4,1,4,1.7,1.0,1.3,17,2.5,no
11/24/2024,Lynett,51,Legal,Senior Developer,Female,Tempsoft,26.5,4,2,7.7,2.2,4,2,0.9,14.6,4.0,8,3.6,no
11/11/2024,Odie,784,Legal,Software Engineer III,Male,Daltfresh,22.9,3,4,1.5,4.0,6,1,1.3,6.7,4.1,6,1.7,yes
3/15/2025,Raff,475,Accounting,Senior Cost Accountant,Male,Trippledex,14.7,3,5,3.3,2.1,10,0,0.6,5.6,0.6,19,1.6,yes
1/23/2025,Bil,29316,Services,Executive Secretary,Male,Cookley,10.7,3,5,1.1,6.5,8,2,1.9,9.0,0.5,15,3.4,yes
6/3/2025,Tammy,0,Training,Internal Auditor,Male,Gembucket,19.2,3,4,6.7,6.1,7,1,1.9,9.8,2.0,11,3.8,yes
2/15/2025,Leoline,1167,Sales,Business Systems Development Analyst,Female,Tres-Zap,27.0,1,1,7.1,3.4,4,0,1.0,7.6,3.2,20,1.9,no
1/8/2025,Allister,82,Legal,Human Resources Assistant I,Male,Zaam-Dox,20.9,1,1,0.6,7.9,5,4,1.3,8.9,0.5,13,2.2,yes
4/13/2025,Adelice,55,Legal,Electrical Engineer,Female,Toughjoyfax,21.1,3,2,5.0,0.2,5,1,1.5,7.1,4.7,13,1.1,yes
3/11/2025,Francklin,30,Accounting,Actuary,Male,Quo Lux,7.3,1,3,6.1,7.7,10,1,0.8,6.6,4.8,12,2.1,yes
8/29/2024,Kort,6,Support,VP Accounting,Male,Aerified,25.5,3,5,1.3,4.7,2,1,1.6,9.6,5.0,19,3.8,yes
10/4/2024,Nichol,944,Research and Development,Associate Professor,Female,Stringtough,24.6,5,4,4.5,0.6,3,4,0.7,0.5,0.8,19,1.7,yes
1/12/2025,Napoleon,3,Legal,VP Sales,Male,Quo Lux,25.2,3,1,1.6,4.3,3,5,1.6,13.9,1.4,19,1.8,no
9/15/2024,Tilda,8389,Engineering,Product Engineer,Non-binary,It,29.3,1,4,5.4,2.6,0,0,1.6,14.9,4.7,2,1.9,no
1/31/2025,Chrissie,8,Legal,Mechanical Systems Engineer,Female,Tin,13.7,2,1,3.5,3.1,7,4,0.6,3.6,2.3,1,1.7,no
1/10/2025,Trixi,51,Accounting,Marketing Manager,Genderfluid,Domainer,14.8,5,2,5.5,1.5,7,1,0.7,12.2,3.3,18,3.1,yes
11/5/2024,Denise,00218,Engineering,Systems Administrator IV,Female,Temp,29.3,3,1,4.4,7.1,1,5,1.0,4.1,4.3,14,3.8,yes
4/18/2025,Dina,7,Training,Physical Therapy Assistant,Female,Alpha,7.4,1,5,6.7,6.5,3,3,0.7,0.7,2.2,2,4.9,no
9/29/2024,Loni,0909,Human Resources,Senior Editor,Female,Tempsoft,8.6,3,3,7.6,1.7,7,3,0.9,11.7,2.1,9,4.7,yes
8/19/2024,Chad,5,Support,Engineer III,Female,Cardguard,9.2,1,5,2.5,6.5,1,0,0.8,9.8,2.1,15,1.0,yes
7/19/2024,Kristine,9238,Business Development,Clinical Specialist,Female,Bigtax,16.9,5,3,1.6,2.0,3,3,1.2,13.6,2.3,16,4.0,yes
8/22/2024,Sibella,75,Accounting,Web Developer III,Female,Zaam-Dox,8.6,1,5,6.0,0.1,9,3,0.7,6.7,1.8,7,1.7,yes
8/10/2024,Felice,306,Marketing,Account Executive,Female,Veribet,24.1,1,3,7.3,6.5,4,1,0.9,9.3,3.0,15,3.9,yes
2/25/2025,Becca,9352,Services,Programmer Analyst II,Female,Y-find,4.2,5,3,6.2,5.1,5,4,1.6,13.2,3.2,11,3.8,no
9/9/2024,Aaren,14132,Training,Quality Control Specialist,Female,Cookley,14.9,2,3,5.4,2.0,0,3,1.8,8.1,4.0,3,1.7,no
11/4/2024,Davy,048,Product Management,VP Quality Control,Male,Sub-Ex,8.2,5,5,0.9,7.3,1,0,1.9,13.9,1.8,2,3.5,no
4/15/2025,Elene,1652,Support,Editor,Genderfluid,Ronstring,16.5,5,5,2.0,6.2,5,1,1.6,15.0,3.2,5,2.8,yes
7/4/2024,Cynde,4,Support,VP Sales,Female,Stringtough,19.5,1,1,1.3,1.6,5,1,0.9,2.5,4.2,14,3.3,no
11/25/2024,Freddy,7,Human Resources,Office Assistant III,Male,Asoka,23.9,1,3,7.6,5.9,10,2,1.2,12.9,3.2,2,3.2,yes
10/4/2024,Simeon,76299,Human Resources,Electrical Engineer,Male,Wrapsafe,8.9,1,4,0.5,4.2,6,4,1.7,4.4,0.7,18,3.8,yes
5/8/2025,Gray,66050,Sales,Recruiter,Male,Fixflex,4.0,1,2,1.5,2.8,9,1,1.0,0.9,4.4,0,2.0,no
3/7/2025,Antonia,1765,Sales,Senior Financial Analyst,Agender,Tin,19.2,5,4,0.7,2.9,2,1,0.7,0.5,0.8,13,3.4,yes
7/9/2024,Alyse,142,Product Management,Business Systems Development Analyst,Female,Voltsillam,14.6,1,2,0.6,6.2,9,3,1.6,12.5,3.2,19,3.6,no
6/2/2025,Cordi,82037,Legal,Media Manager I,Female,Bitchip,16.9,3,2,0.6,4.5,2,0,1.3,7.3,0.2,18,1.1,yes
12/22/2024,Melisent,645,Accounting,Geological Engineer,Bigender,Veribet,23.9,5,4,6.2,4.9,6,0,1.6,8.8,0.9,6,1.6,yes
4/22/2025,Lebbie,07336,Product Management,Structural Analysis Engineer,Female,It,2.6,4,1,3.7,8.0,8,0,1.0,0.0,2.8,3,2.4,yes
12/19/2024,Huey,66238,Accounting,Registered Nurse,Male,Span,8.2,2,1,5.2,6.1,2,4,0.9,6.6,0.9,18,3.9,no
1/26/2025,Kylie,81,Human Resources,Sales Representative,Female,Cardguard,24.1,2,2,0.6,4.8,6,2,1.8,14.7,2.8,0,2.2,yes
7/24/2024,Hilary,0058,Business Development,Research Associate,Female,Lotstring,13.6,2,4,4.2,1.4,4,0,1.3,6.9,2.2,5,2.6,no
5/8/2025,Evvie,025,Research and Development,Clinical Specialist,Female,Alphazap,27.3,2,5,1.7,0.2,0,2,0.9,2.7,0.8,11,1.5,no
9/21/2024,Wilma,8,Training,Senior Sales Associate,Female,Voltsillam,22.4,4,5,3.9,6.6,6,2,1.1,14.8,3.1,13,4.2,no
4/5/2025,Pearce,6,Legal,Research Nurse,Male,Duobam,11.3,5,5,6.9,7.0,0,0,2.0,4.7,4.2,2,2.6,no
7/23/2024,Ransom,02,Research and Development,Environmental Tech,Male,Daltfresh,29.3,5,5,4.5,6.3,6,1,1.1,11.9,1.6,2,3.0,yes
2/19/2025,Salem,0,Research and Development,Analyst Programmer,Male,Zaam-Dox,4.0,3,3,4.9,3.3,1,5,1.4,3.1,0.1,2,4.1,yes
9/23/2024,Nita,691,Training,Help Desk Operator,Female,Cookley,16.2,4,4,6.3,4.4,3,2,1.7,9.8,2.4,11,1.5,no
12/12/2024,Frankie,403,Services,Project Manager,Male,Kanlam,21.4,3,1,4.3,1.3,5,5,0.6,8.7,4.3,9,1.7,no
10/30/2024,Guglielmo,1545,Marketing,Computer Systems Analyst IV,Male,Greenlam,20.0,4,4,2.9,7.7,2,4,0.7,8.3,0.7,1,4.0,yes
9/27/2024,Rufus,3328,Business Development,GIS Technical Architect,Male,Regrant,11.6,3,2,2.2,2.9,2,0,1.7,11.2,1.8,5,4.1,no
5/12/2025,Noam,2,Accounting,Structural Analysis Engineer,Male,Vagram,13.4,5,3,1.8,7.0,2,5,1.3,1.4,0.2,6,3.6,yes
3/18/2025,Ema,165,Accounting,Clinical Specialist,Female,Home Ing,1.3,1,3,0.8,2.6,2,3,0.7,10.1,4.2,2,4.9,no
12/13/2024,Marlow,24145,Business Development,Chemical Engineer,Male,Zamit,25.0,1,3,3.1,5.8,2,4,0.5,6.7,2.3,1,2.0,no
10/21/2024,Krystyna,31379,Research and Development,Database Administrator II,Female,Solarbreeze,24.9,1,3,7.3,5.9,10,4,0.6,5.8,3.9,7,1.4,no
9/10/2024,Bertine,1,Research and Development,Assistant Media Planner,Female,Trippledex,12.3,4,4,4.3,8.0,1,5,1.4,8.0,4.3,0,4.8,no
4/21/2025,Richard,0280,Services,GIS Technical Architect,Male,Vagram,10.4,1,3,5.8,4.0,4,2,1.8,13.2,2.7,9,1.5,yes
2/11/2025,Riva,4,Business Development,Quality Engineer,Female,Cardguard,5.7,4,3,7.0,1.4,6,2,1.0,12.9,2.8,19,2.5,no
6/26/2024,Lynsey,763,Sales,Internal Auditor,Female,Tin,29.4,4,1,1.9,7.9,1,1,1.6,4.8,2.3,12,4.6,yes
1/30/2025,Orlando,274,Support,Developer I,Male,Flexidy,29.8,4,1,4.2,7.0,10,3,1.9,5.9,4.4,18,4.4,yes
6/29/2024,Zacharia,9197,Marketing,Automation Specialist III,Male,Quo Lux,17.1,1,4,7.4,5.3,2,3,0.6,6.9,0.8,3,3.5,no
3/28/2025,Fawne,64,Engineering,GIS Technical Architect,Non-binary,Temp,24.2,1,4,5.3,5.9,8,2,1.1,10.0,4.2,9,1.0,yes
2/9/2025,Ursuline,287,Sales,Systems Administrator III,Female,Prodder,11.2,4,2,7.6,4.1,9,3,1.1,12.6,0.9,4,3.0,yes
12/1/2024,Franky,1345,Marketing,Product Engineer,Male,Stronghold,22.0,4,1,7.8,2.5,9,5,1.6,1.7,3.1,20,4.4,yes
8/3/2024,Lida,89834,Marketing,Staff Accountant II,Female,Bitchip,7.8,5,5,7.3,0.5,8,4,1.4,9.5,3.8,15,4.0,no
1/5/2025,Luci,91,Services,Office Assistant I,Female,Sonair,6.8,3,2,0.7,7.9,0,0,0.6,1.0,2.8,1,2.6,yes
12/25/2024,Darby,61576,Accounting,Statistician I,Male,Latlux,8.2,5,3,3.6,5.1,3,4,1.3,11.4,0.5,8,2.4,yes
9/4/2024,Weider,64341,Human Resources,VP Product Management,Male,Ronstring,12.8,5,1,5.1,6.9,2,5,1.5,7.9,0.3,17,2.5,no
